AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,4983763.0600000005,4983763.0600000005,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1237848.51,1237848.51,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),2500000.0,2500000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,1876725.69,1876725.69,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,198900.0,198900.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",200000.0,200000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,3657331.089999998,3657331.089999998,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,2585522.71,2585522.71,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,393641.0,393641.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO DE COTEGIPE,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,164552.28,164552.28,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,6936.0,6936.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,337015.0,337015.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,7375.0,7375.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",40000.0,40000.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,13.6,13.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,127877.0,127877.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,150000.0,150000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),447000.0,447000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,447000.0,447000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,244729.38,244729.38,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARÃO DO TRIUNFO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,72963.0,72963.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO GUARITA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,1428.0,1428.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO GUARITA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,103476.0,103476.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO GUARITA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,3950.0,3950.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO GUARITA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,9461.400000000001,9461.400000000001,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARRA DO GUARITA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,38000.0,38000.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARRA DO GUARITA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,156395.0,156395.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO GUARITA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,15791.382417582417,15791.382417582417,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO GUARITA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,150000.0,150000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO GUARITA,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,282568.44,282568.44,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO GUARITA,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,102000.0,102000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARRA DO GUARITA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,1098873.1600000001,1098873.1600000001,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,BARRA DO GUARITA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,1203.1,1203.1,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BARRA DO GUARITA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,533633.07,533633.07,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO GUARITA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,82264.0,82264.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO GUARITA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,6159.94,6159.94,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,16116.0,16116.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,348343.0,348343.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,12310.0,12310.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,171932.0,171932.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,6498.21,6498.21,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BARRA DO QUARAÍ,Nem Emergência / Nem Calamidade,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,239605.0,239605.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,19890.0,19890.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,535000.0,535000.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,14185.0,14185.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",50061.9,50061.9,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,15654.600000000002,15654.600000000002,Ministério da Educação,MEC (Ministério da Educação)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,811404.0,811404.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,239003.249704142,239003.249704142,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,2259480.0,2259480.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,2755451.01,2755451.01,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),66237.92,66237.92,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,11342220.46,11342220.46,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,3590400.0,3590400.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",322250.0,322250.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,36653.13,36653.13,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,3496024.49,3496024.49,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO RIBEIRO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,824996.0,824996.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,BARRA DO RIO AZUL,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,306.0,306.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
